Evento,Fecha,Link,Link,Link,Clásica,Turismo

Unidad 1
Tragedia de Cromañón,2004_12_30,https://www.nodalcultura.am/2019/12/argentina-memoria-a-15-anos-de-la-tragedia-de-cromanon/,http://www.unidiversidad.com.ar/30-12-2004-tragedia-de-cromanon,,Sí,,,,,,,
La economía argentina entre en recesión,2014_03_1,https://elpais.com/economia/2014/05/18/actualidad/1400369086_165445.html,,,Sí,,Fecha: el día no es fijo,,,,,
Comienza la baja de subsidios a agua y gas + aumento de tarifas. El ahorro logrado se dirigirá a AUH y plan progresar.,2014_03_24,https://www.youtube.com/watch?v=heSU9zX3gnI&feature=youtu.be,,,Sí,,,,,,,
Finaliza la Guerra en Irak,2011_12_18,https://www.animalpolitico.com/2011/10/termina-guerra-en-irak-tropas-de-eu-regresaran-a-casa-a-finales-de-2011/,,,,,,,,,,
Rescate del banco de inversión Bear Stern y venta a JP Morgan Chase,2008_03_14,https://www.reuters.com/article/us-bearstearns-idUSN1438968020080315,https://cincodias.elpais.com/cincodias/2008/03/14/empresas/1205665153_850215.html,,Sí,,,,,,,
Muerte del Fiscal Alberto Nisman,2015_01_18,https://www.youtube.com/watch?v=SeH-t1gfiSU,,,Sí,,,,,,,
Presidencia de Néstor Kirchner,2003_05_25,https://www.google.com/search?q=asuncion+de+nestor+kirchner&rlz=1C1CHBD_esAR893AR893&sxsrf=ALeKk007E_fBySw7d_P1CbZwEniM1mF9ug:1604162833056&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjkw82epN_sAhUdHLkGHaa6DCYQ_AUoAXoECA8QAw&biw=1517&bih=730#imgrc=JOdrgKxP8GMSSM,,,Sí,,,,,,,
Crisis del campo (03 a 07 2008),2008_03_11,https://www.youtube.com/watch?v=Z1PJhLP1sqM,https://www.perfil.com/noticias/politica/la-125-el-conflicto-mas-fuerte-que-hizo-tuvo-cristina-kirchner-en-8-anos-de-gobierno.phtml,,Sí,,,,,,,
"Macri inaugura el ""metro bus"" en ""Ex-Ruta 8""",2019_07_16,https://youtu.be/wlzoVKiLynU,https://www.google.com/amp/s/www.cronista.com/amp/economiapolitica/Macri-inauguro-otro-tramo-de-la-ruta-8-obra-clave-para-su-alianza-con-el-campo-20190423-0009.html,,Sí,,,,,,,
Plan Nacional Integral contra la Violencia de Género,2016_07_26,https://www.lanacion.com.ar/seguridad/lanzaron-un-nuevo-plan-integral-contra-la-violencia-de-g01-nid1922107/,,,Sí,,,,,,,
Aprobación del Matrimonio Igualitario en EEUU,2015_06_26,https://www.youtube.com/watch?v=81iZU0gKRUM,,,Sí,,,,,,,
OMS declara emergencia sanitaria internacional por a propagación del virus del Zika,2016_02_1,https://www.youtube.com/watch?v=pb33Y2qHBkk,,,Sí,,,,,,,
Conflito en Cresta Roja y veto a la Ley Antidespidos,2016_05_20,https://www.clarin.com/politica/destacadas-discurso-macri-cresta-roja_0_NyT9XWOzW.html,https://www.lanacion.com.ar/politica/mauricio-macri-firmo-el-veto-a-la-ley-antidespidos-nid1900920/,,Sí,,,,,,,
Anuncio del Plan de ajuste del Estado de Macri,2018_01_29,https://www.youtube.com/watch?v=sHnhKVrDMoY&ab_channel=Televisi%C3%B3nP%C3%BAblicaNoticias,,,Sí,,,,,,,
